symbol,total_dividend_yield_1Y,total_dividend_yield_3Y,total_dividend_yield_5Y,total_dividend_1Y,total_dividend_3Y,total_dividend_5Y
SZ000589,0.028199566161,0.098987836069,0.142053599918,1.3,5.3,7.8
SZ000591,0.012092634989,0.062074689122999994,0.095570723542,0.559889,3.298279,5.628279
SZ000596,0.036030842401,0.06768816674799999,0.084062595884,50.0,125.0,162.0
SZ000597,0.019342359768,0.058626899179000005,0.062869737869,1.0,3.0,3.2199999999999998
SZ000598,0.025168236878,0.068820028832,0.107741030759,1.87,4.69,6.71
SZ000599,,,0.00490860823,,,0.200669
SZ000600,0.017287234043,0.033788728459,0.06469781936800001,1.3,2.4000000000000004,4.1
SZ000601,,,0.018511750055,,,1.0
SZ000603,0.006451612903,0.012635933891,0.012635933891,1.0,1.751395,1.751395
SZ000605,0.002869440459,0.010410203196,0.017078832828,0.2,0.6000000000000001,1.0
SZ000607,,0.009119496855,0.009119496855,,0.29,0.29
SZ000610,,,0.001323042999,,,0.12
SZ000612,0.017218543046,0.052764043297,0.072879990284,1.3,3.4,4.8
SZ000617,0.007671601615,0.045836025118,0.10550299881,0.57,2.9099999999999997,6.1
SZ000619,,,0.009487666034,,,0.5
SZ000623,0.027165460114,0.101997145938,0.134627629423,5.0,16.0,21.0
SZ000625,0.026944720313,0.066952916484,0.089021808028,3.45,9.24,14.63
SZ000628,0.001240135287,0.0069644634600000005,0.022710469974000003,0.55,2.3200000000000003,3.79
SZ000630,0.041099809281,0.079013805613,0.122516429015,1.5,2.792126,4.192126
SZ000631,,0.12320195093,0.12320195093,,3.75,3.75
SZ000635,,,0.012891344383,,,1.4
SZ000636,0.010861694424,0.021111056253999998,0.036383296325,1.5,3.0,5.804385
SZ000637,,0.009009009009,0.009009009009,,0.3,0.3
SZ000650,0.026833631485,0.090905966588,0.124600218562,1.5,5.5,8.5
SZ000651,0.063650003948,0.174366218657,0.331860941362,30.0,73.8,133.8
SZ000652,0.007462686567,0.025658364679,0.03051921329,0.3,0.9,1.1
SZ000655,0.017835831189,0.049773470806999995,0.064625019958,1.6,3.5,5.0
SZ000656,,,0.078534031414,,,4.5
SZ000657,0.013278008299,0.03779544949,0.046982728641999996,1.6,4.1,5.4
SZ000661,0.023921243905,0.067179783352,0.07335558746000001,26.0,81.0,97.0
SZ000672,0.071590909091,0.165570916796,0.245351031877,6.3,13.8,30.3
SZ000680,0.009738718325,0.039667835009,0.044813009509,0.95,3.21,3.46
SZ000681,0.001182791883,0.0045633374760000005,0.00790382616,0.24,0.6799999999999999,1.11
SZ000682,0.007641783798,0.022861003017,0.030914694292,0.8200000000000001,2.37,2.97
SZ000683,0.058139534884,0.11928504572,0.130687554272,3.0,7.5,8.5
SZ000685,0.008855291577,0.064384086784,0.137302858253,0.82,5.0200000000000005,10.82
SZ000686,0.009510869565,0.038045572889,0.064880017477,0.7,2.7,4.7
SZ000688,,0.004297106403,0.005889825402,,0.53,0.6699999999999999
SZ000690,0.044944426989,0.099964346368,0.158803099261,2.0,5.3,8.8
SZ000698,,,0.012711864407,,,0.9
SZ000700,,0.013885350318,0.051797750318,,1.09,3.2699629999999997
SZ000703,0.008291873964,0.022516625031,0.065440913794,0.5,1.5,6.5
SZ000705,0.007177033493,0.023031328452,0.040406225679,0.6,1.7999999999999998,3.0999999999999996
SZ000707,0.028271028037,0.048101056366,0.048101056366,1.815,3.215,3.215
SZ000708,0.056868907969,0.130857829605,0.196665711965,7.072162,19.718906,34.718906
SZ000709,0.012931034483,0.051327368962,0.123723807212,0.3,1.1,3.1
SZ000712,,,0.000678426052,,,0.1
SZ000713,0.002805049088,0.008636364665,0.012324200141,0.2,0.6000000000000001,1.0
SZ000715,0.013774104683,0.022205807887000002,0.041140986694,1.0,1.5,2.5
SZ000716,0.007656967841,0.02154585673,0.02154585673,0.5,1.0,1.0
SZ000717,,0.010600706714,0.101246608681,,0.3,4.3
SZ000718,0.029439497119,0.10826405290800001,0.130002182564,0.7,2.7,3.4
SZ000719,0.045941807044,0.122713193123,0.213217252175,6.0,14.0,20.4
SZ000722,0.003796507213,0.0088266883,0.026637957835,0.5,1.0,3.0
SZ000723,,,0.016420361248,,,2.0
SZ000725,0.01256281407,0.035330819381,0.10474037478,0.5,1.41,4.51
SZ000726,0.029739255158,0.078296187058,0.09625633148900001,2.0,5.3,6.5
SZ000728,0.021758548621,0.066659276704,0.123845119641,1.8,4.8,8.6
SZ000729,0.014671814672,0.031566602847,0.039142628306,1.9,3.7,4.32
SZ000731,0.03932956655,0.097536121974,0.116054640493,2.7,7.122746,8.822746
SZ000733,0.003899480069,0.044350200449999995,0.049162033344999995,1.8,24.39,28.89
SZ000735,0.003154574132,0.010466894459,0.010466894459,0.2,0.6000000000000001,0.6000000000000001
SZ000736,,0.000643500644,0.010966951009000001,,0.1,1.0
SZ000737,0.009442060086,0.020640268373,0.020640268373,1.1,2.1,2.1
SZ000738,0.008884297521,0.019696622586,0.023622986917,1.72,3.91,4.8100000000000005
SZ000739,0.046333699435,0.081987710581,0.10138046953999999,7.044069,13.183155,18.463155
SZ000750,0.010633590661,0.035469281115,0.073507390757,0.42,1.23,2.78
SZ000751,,0.010309278351,0.010309278351,,0.3,0.3
SZ000753,0.002692998205,0.015258348723999999,0.03393019412,0.15,0.6,1.2
SZ000755,0.038684719536,0.049580603313,0.049580603313,2.0,2.45,2.45
SZ000756,0.014343086632,0.042801714955,0.069012541166,2.5,7.25,10.25
SZ000758,0.009150497018,0.009150497018,0.009150497018,0.46027,0.46027,0.46027
SZ000759,,,0.009433962264,,,0.5
SZ000761,,,0.210718460601,,,10.828196
SZ000762,0.002708559047,0.027106349017,0.027106349017,0.5,6.306275,6.306275
SZ000768,0.004842615012,0.013107464265,0.019393362815,1.2,3.2,4.9
SZ000776,0.027293265474,0.078823894479,0.137776031386,5.0,12.5,22.0
SZ000777,0.008885321164,0.031054782242999998,0.046466716287,1.95,5.23,6.99
SZ000778,0.00539083558,0.054115022990000004,0.124958069048,0.2,2.1,5.1
SZ000779,0.008611410118,0.021640726079,0.056408701892,0.8,1.6,5.1
SZ000782,,0.005671077505,0.015931126432000002,,0.3,0.8
SZ000783,0.022123893805,0.06650485071000001,0.138416614373,1.5,3.9,8.4
SZ000785,,0.075504625736,0.121945798433,,2.62,4.76
SZ000786,0.030350877193,0.082421058033,0.115802172696,8.65,23.55,35.6
SZ000788,0.009413639449,0.022231678903,0.025128404344000002,0.6,1.3599999999999999,1.5899999999999999
SZ000789,0.024958402662,0.073272660759,0.192503733937,1.5,5.0,20.0
SZ000790,,0.004968995355,0.008969952712999999,,0.2,0.4
SZ000791,0.028037383178,0.055292438880999994,0.092585805473,1.8,3.5,5.2
SZ000795,0.02411996092,0.041393499998999994,0.041393499998999994,2.62,3.6935019999999996,3.6935019999999996
SZ000797,,0.007351294381,0.029927789094,,0.2,0.9
SZ000799,0.012252399428,0.049399512575,0.060466732652000005,6.0,29.0,49.0
SZ000800,0.007183908046,0.025771268641000003,0.12809206168,0.5,2.0,13.5
SZ000801,0.006389776358,0.029787727543,0.0414108746,1.0,3.0,3.77
SZ000803,,0.0,0.0,,0.0,0.0
SZ000807,0.025383573506,0.07121222902,0.082279809823,5.0,11.2,12.33
SZ000810,0.004291845494,0.032793213986,0.052371165462,0.5,4.0,6.0
SZ000811,0.011829652997,0.034996018905,0.057325441239000005,1.5,4.5,7.0
SZ000812,0.005882352941,0.011302407141999999,0.011302407141999999,0.28,0.48000000000000004,0.48000000000000004
SZ000813,,,0.039252336449,,,2.1
SZ000818,,0.003796168649,0.015132488821,,1.1,4.6
SZ000819,0.005714285714,0.011487957768999999,0.013072743823,1.0,2.0,2.1
SZ000821,0.006050129646,0.013742437338,0.013742437338,0.7,1.5699999999999998,1.5699999999999998
SZ000822,,0.028306891547,0.042161571349999996,,2.0,3.6
SZ000823,0.020576131687,0.04426383831,0.066033156754,2.0,4.0,6.3
SZ000825,,0.006281407035,0.039101320078,,0.25,2.376176
SZ000828,0.043785677218,0.118203302033,0.166044834847,4.75,12.0,17.2
SZ000829,0.001049317943,0.006881332923,0.020435514514,0.1,0.67,1.83
SZ000830,0.033112582781,0.10140007169000001,0.246962115704,3.5,11.3,36.3
SZ000831,,0.004546940706,0.0061650636830000004,,1.2000000000000002,1.7000000000000002
SZ000833,0.010192147034,0.029052236426,0.045966991644,1.22,2.38,3.8899999999999997
SZ000837,,0.002876318313,0.002876318313,,0.3,0.3
SZ000838,,,0.007317073171,,,0.21
SZ000848,0.02849002849,0.104638307917,0.13172164125,3.0,10.0,12.6
SZ000850,0.021367521368,0.106590142847,0.133385080863,1.0,4.0,5.0
SZ000858,0.025186774758,0.08367060828600001,0.108373327372,31.69,116.21000000000001,172.24
SZ000859,,0.004158004158,0.012550359413,,0.2,0.7
SZ000860,0.009548058561,0.009548058561,0.012765762316,1.5,1.5,2.75
SZ000863,,,0.126432299478,,,5.0
SZ000869,0.018957345972,0.05437328769,0.08200403961700001,4.0,13.542206,22.042206
SZ000875,0.006575963719,0.053237301383,0.053237301383,0.36,2.63,2.63
SZ000876,0.00237679803,0.00237679803,0.00237679803,0.241245,0.241245,0.241245
SZ000877,,0.05074052132699999,0.10719157622099999,,3.84,11.94
SZ000878,0.020185029437,0.078088018367,0.104101994763,2.4,9.7,12.7
SZ000880,0.005104311183,0.044081433737,0.051773387033,2.6,5.9,6.65
SZ000881,,0.005121638924,0.012186716658,,0.4,1.08
SZ000882,,,0.001734104046,,,0.03
SZ000883,0.021929824561,0.052511853152,0.10602379757,1.0,2.5,5.2
SZ000885,0.026234340457,0.060049866925,0.086315721855,3.56,7.73,10.19
SZ000886,,0.021600928074,0.043555486236,,1.0,2.0
SZ000887,0.0105468274,0.042113949545,0.070761772311,2.0,6.0,10.0
SZ000888,0.018102824041,0.036088435552,0.043231292695,2.5,4.5,5.1
SZ000895,0.053514911378999996,0.174615265519,0.282770878846,14.0,45.1,80.88
SZ000897,0.03893442623,0.03893442623,0.03893442623,0.95,0.95,0.95
SZ000898,,0.002509225092,0.08561481515399999,,0.068,3.118
SZ000899,0.035869565217,0.05033316675,0.069236758432,3.3,4.81,5.81
SZ000900,0.035971223022,0.09974804265100001,0.1744394612,1.5,4.0,7.2
SZ000901,,0.001287128713,0.004555102569,,0.13,0.43
SZ000902,0.022058823529,0.063859023595,0.088187494193,3.0,8.0,12.0
SZ000903,,,0.014789332463000002,,,0.5
SZ000905,0.012251728449999999,0.045295702497999996,0.05457438547599999,1.1,3.23,3.96
SZ000906,0.030395136778,0.12655705283000002,0.195655842662,2.0,10.5,17.6
SZ000909,,,0.004915730337,,,0.35
SZ000910,0.025,0.071174477865,0.101328540752,1.9,5.4,8.6
SZ000913,0.052328247671,0.10710929202700001,0.10710929202700001,9.0,19.2,19.2
SZ000915,0.077170031573,0.171963820152,0.209191763334,25.0,58.0,69.5
SZ000917,0.002580645161,0.009431742695,0.013368750569,0.2,0.6000000000000001,0.8
SZ000919,0.014388489209,0.041667723981,0.070243231854,1.0,3.0,5.0
SZ000920,0.018951093951,0.051841419631,0.075507058009,2.07,4.88,6.77
SZ000921,0.048406139315,0.10824855031899999,0.148581554505,12.3,27.601314000000002,33.211314
SZ000922,0.010127737226,0.033865743067,0.063961398415,1.11,4.33,6.73
SZ000923,0.036284470247,0.089334928441,0.11394539418300001,5.0,14.0,18.0
SZ000925,,0.002431118314,0.008536124419,,0.15,0.65
SZ000926,,0.008786640115000001,0.020387568189,,0.4,0.9
SZ000927,0.010465116279,0.014417685449,0.014417685449,0.27,0.37,0.37
SZ000928,0.045030120482,0.114004842883,0.18185443151199998,2.99,8.100613000000001,13.080292
SZ000930,,0.07037037037,0.103244565619,,5.7,8.8
SZ000932,0.02277904328,0.118118235538,0.19749751465100002,1.0,5.699999999999999,10.7
SZ000933,0.028818443804,0.130519073112,0.175018189007,5.0,23.0,28.5
SZ000935,,0.024753103198,0.052096815308,,3.406027,7.906027
SZ000936,0.005529487428,0.014195544527999999,0.031286941237,0.4,1.0,2.0
SZ000937,0.085959885387,0.32907765877399997,0.527033683502,6.0,24.0,38.0
SZ000938,0.003135451505,0.008932552954,0.018574581395,0.75,2.15,4.15
SZ000948,0.004466501241,0.017004478997,0.025056264555,0.9,2.6,3.6
SZ000949,,,0.02980562007,,,1.1
SZ000950,0.006072874494,0.024664919791000002,0.045693935043,0.3,1.4,2.45
SZ000951,0.040185643169,0.091222447402,0.13555073664700001,7.199999999999999,15.55,25.35
SZ000952,,,0.01612926521,,,1.2
SZ000957,0.004269854825,0.0075203328359999995,0.0075203328359999995,0.5,0.8400000000000001,0.8400000000000001
SZ000958,0.026456766917000003,0.054062209094,0.067485027886,1.79,3.02,3.62
SZ000959,0.006567164179,0.017358531085,0.053055057062,0.22,0.52,2.3200000000000003
SZ000960,0.013465627215,0.036769335829,0.04358470138,1.9,5.7,6.800000000000001
SZ000962,0.006581947474,0.006581947474,0.006581947474,1.27,1.27,1.27
SZ000963,0.021253372293,0.059276035894000004,0.071328565077,9.3,21.5,26.7
SZ000965,0.002652519894,0.014492927393,0.014492927393,0.1,0.5,0.5
SZ000966,0.014968814969,0.025564828891,0.029673292326,0.72,1.25,1.75
SZ000967,0.02625,0.07751603365,0.114700032914,1.89,4.24,6.4399999999999995
SZ000968,0.004160887656,0.039956464073,0.052600936444999996,0.3,2.6,3.6
SZ000969,0.01525553013,0.038753842841,0.041181027307000004,2.0,4.0,4.2
SZ000970,0.001843317972,0.016395556778,0.027938033323,0.2,1.7,3.0
SZ000973,0.005520504732,0.032679458549,0.048338492115,0.35,1.45,2.13
SZ000975,0.018527918782,0.055139760887,0.110542256179,3.65,9.25,14.25
SZ000977,0.002323232323,0.008418496572,0.017798333888,1.15,3.941414,6.441414
SZ000983,0.037305221255,0.23210805468100001,0.307625570916,2.56,22.56,31.56
SZ000985,0.003387233008,0.007853220511,0.014521774363,0.65,1.31,2.23
SZ000987,0.036538714466,0.093830278228,0.136137936115,2.6,6.0,10.5
SZ000988,0.004594367607,0.013131941728,0.019462714103,2.019684,4.519684,5.919684
SZ000989,0.034722222222,0.114179731669,0.203623247014,3.0,11.0,19.0
SZ000990,0.006443298969,0.026584160469,0.026584160469,0.5,2.1,2.1
SZ000993,,0.019175455417,0.019175455417,,2.0,2.0
SZ000997,0.00679431748,0.038365709002,0.079518181615,2.2,7.2,13.219021
SZ000998,0.004024144869,0.009054325956,0.009054325956,0.4,0.9,0.9
SZ000999,0.022885758069999998,0.063514898874,0.104762649445,7.7,32.7,46.228212
SZ001201,,,0.021708551723,,,12.0
SZ001202,0.0,0.036491442222,0.07627924063,0.0,4.55,10.55
SZ001203,0.020387359837,0.056962745719,0.08050600646100001,2.0,6.0,10.0
SZ001205,0.007407407407,0.018793240694999998,0.023359450741,1.2,3.4,4.7
SZ001206,0.026474781636999997,0.099371524397,0.138896356458,6.1,17.8,32.8
SZ001207,0.013386880857,0.062634468683,0.090867105611,3.0,11.0,16.0
SZ001208,0.005331040413,0.017488211107,0.025571786142,0.62,1.62,2.92
SZ001209,0.011068068622,0.043896203394,0.043896203394,2.0,7.0,7.0
SZ001210,0.018412444793,0.050940651233,0.070796246901,3.0,10.0,15.5
SZ001211,0.009404092527,0.009404092527,0.047120104014,2.11404,2.11404,12.11404
SZ001212,0.001387925052,0.011971219177,0.026832236666,1.0,3.5,9.5
SZ001213,0.019536684829,0.042463048357,0.047123048357,0.81,1.76,1.9929999999999999
SZ001215,,0.008972423407,0.011992354955,,3.5999999999999996,5.1
SZ001216,0.029784065525,0.065027485835,0.083997675537,4.0,8.7,10.8
SZ001217,0.008865248227,0.026447445191,0.045233496862999996,1.0,3.0,6.0
SZ001218,0.027792915531,0.094527595049,0.120516621904,5.1,17.6,26.6
SZ001219,0.028751819815,0.060098161644999995,0.070680172227,4.0,10.0,13.0
SZ001222,0.007664793051,0.043482199707,0.043482199707,1.5,7.5,7.5
SZ001223,0.002874664622,0.022142487358,0.022142487358,1.5,9.5,9.5
SZ001225,0.035440835267,0.100461569466,0.100461569466,12.22,37.22,37.22
SZ001226,0.014695077149,0.014695077149,0.029448724273,4.0,4.0,9.36
SZ001227,0.040400038342,0.14436651744600001,0.165508166495,1.01,3.71,4.71
SZ001228,0.012489592007,0.040317323672,0.045874937603,3.0,12.0,15.0
SZ001229,0.01875,0.050138760485,0.050138760485,6.0,16.0,16.0
SZ001230,0.019713093107,0.048129410203,0.048129410203,4.300000000000001,9.8,9.8
SZ001231,0.007235890014,0.025738012942,0.025738012942,1.5,4.8,4.8
SZ001234,0.014038371549,0.080235524662,0.09889224108,3.0,15.0,20.0
SZ001236,0.000821018062,0.001390818632,0.003621301903,0.1,0.14,0.44
SZ001238,,0.007990087647,0.007990087647,,1.7,1.7
SZ001255,0.001323626737,0.010405978285,0.010405978285,0.4,3.8600000000000003,3.8600000000000003
SZ001256,0.009372071228,0.032290463088,0.032290463088,2.0,5.7,5.7
SZ001258,0.002474526929,0.020825730764,0.020825730764,0.17,1.6,1.6
SZ001259,0.006808510638,0.024192256835000002,0.024192256835000002,1.6,5.6,5.6
SZ001260,0.006923076923,0.038863982108999995,0.038863982108999995,1.26,7.71,7.71
SZ001266,0.012051147082,0.029989740775000003,0.043258206056000004,3.015197,7.015197000000001,13.015197
SZ001267,0.005973715651,0.023672216969,0.037317441140999996,0.5,1.496748,2.196748
SZ001268,0.020089285714,0.039519828632,0.048727931763,4.5,8.0,10.5
SZ001269,,0.041774259785000004,0.041774259785000004,,16.999385,16.999385
SZ001270,,0.006666856564,0.006666856564,,5.6,5.6
SZ001277,0.010661764706,0.010661764706,0.010661764706,4.06,4.06,4.06
SZ001278,0.005711022273,0.016399263437,0.016399263437,1.0,2.8890000000000002,2.8890000000000002
SZ001279,0.002997601918,0.002997601918,0.002997601918,1.25,1.25,1.25
SZ001282,0.003581661891,0.016147699627,0.016147699627,1.0,4.33,4.33
SZ001283,0.009493653085,0.026569719196999998,0.026569719196999998,4.799991,12.599991,12.599991
SZ001286,0.039344262295,0.102947944229,0.102947944229,3.6,10.7,10.7
SZ001287,0.006225680934,0.015520573591,0.015520573591,1.12,3.39,3.39
SZ001288,0.008347245409,0.025330242106000003,0.032073330440000006,2.5,6.0,7.0
SZ001289,0.020172777724,0.039445645941,0.045870471116,3.278,6.674,8.144
SZ001296,0.010298661174,0.032670274967,0.045823842872,2.0,7.0,11.0
SZ001298,0.00215285253,0.019565053804,0.019565053804,0.6,5.6,5.6
SZ001299,0.06624917600500001,0.08847139822700001,0.08847139822700001,9.5,12.5,12.5
SZ001300,0.000740740741,0.005454016468000001,0.005454016468000001,0.1,0.7,0.7
SZ001301,0.015360983103,0.04704449066,0.04704449066,8.0,26.0,26.0
SZ001306,0.002217687075,0.012875320915,0.012875320915,1.63,8.08,8.08
SZ001308,0.024195379428999998,0.073392599448,0.092939120167,5.4,20.08,27.58
SZ001309,0.002463054187,0.005254474218,0.005254474218,3.0,6.1709,6.1709
SZ001311,0.024524158126,0.05675901523100001,0.05675901523100001,6.7,22.0,22.0
SZ001313,0.015249662618,0.02751913312,0.031654471466,1.13,2.1159,2.6658999999999997
SZ001314,0.001945085837,0.022068652161,0.022068652161,0.90641,9.218054,9.218054
SZ001316,0.01883207304,0.058011121727,0.058011121727,7.13,19.83,19.83
SZ001317,0.002373605507,0.009984246757,0.017048888226,1.0,3.2,7.2
SZ001318,0.014040561622,0.040171510063,0.040171510063,1.8,4.9,4.9
SZ001319,0.015294117647,0.05004221089,0.061288997522000004,3.9,10.2,13.7
SZ001322,0.015320775463,0.040940832727,0.040940832727,1.323715,4.482631,4.482631
SZ001323,0.016298442593,0.103085960764,0.128036060564,4.5,32.0,42.0
SZ001324,0.007000552158,0.013039199501,0.013039199501,1.3275139999999999,2.327514,2.327514
SZ001326,0.008296296296,0.044416264100000005,0.044416264100000005,2.8,17.6,17.6
SZ001328,0.013728720483,0.056821522207,0.056821522207,7.5,20.0,20.0
SZ001331,0.0,0.020007069392,0.020007069392,0.0,4.3,4.3
SZ001332,0.019400172711000002,0.072380100306,0.072380100306,8.0,28.0,28.0
SZ001333,0.017586712262,0.057765183767,0.057765183767,3.6,12.2,12.2
SZ001335,0.00398512221,0.00398512221,0.00398512221,1.5,1.5,1.5
SZ001336,0.006761588675,0.017063370877,0.017063370877,1.5,4.001088,4.001088
SZ001337,0.010080645161,0.029512886697,0.029512886697,2.5,8.0,8.0
SZ001338,0.024691358025,0.037887295586,0.037887295586,3.0,4.65,4.65
SZ001339,0.001668752607,0.00726533491,0.00726533491,0.8,2.4000000000000004,2.4000000000000004
SZ001356,0.002599179207,0.002599179207,0.002599179207,0.38,0.38,0.38
SZ001358,0.021872265967,0.054130330483000005,0.054130330483000005,5.0,17.0,17.0
SZ001359,0.011952191235,0.022968103108,0.022968103108,3.6,6.300000000000001,6.300000000000001
SZ001360,0.011144130758,0.024780494394,0.024780494394,1.5,3.75,3.75
SZ001366,,0.019732953345999997,0.019732953345999997,,3.0,3.0
SZ001367,0.005664778407,0.018774374631,0.018774374631,1.7,6.7,6.7
SZ001368,0.006775067751,0.052263474111,0.052263474111,1.5,11.5,11.5
SZ001373,0.002024291498,0.009660793979999999,0.009660793979999999,0.6,2.6,2.6
SZ001376,0.012040086865,0.020876700695,0.020876700695,1.5,3.0,3.0
SZ001378,0.020008892841,0.036295537791999996,0.036295537791999996,4.5,9.0,9.0
SZ001379,0.004955401388,0.012935451263,0.012935451263,1.0,2.2800000000000002,2.2800000000000002
SZ001380,0.009113001215,0.02717993065,0.02717993065,3.0,8.7,8.7
SZ001382,0.011488970588,0.011488970588,0.011488970588,2.5,2.5,2.5
SZ001387,0.008759124088,0.024349324533,0.024349324533,1.2,4.7,4.7
SZ001388,0.012285012285,0.012285012285,0.012285012285,6.0,6.0,6.0
SZ001389,0.009771986971,0.015356083464000001,0.015356083464000001,4.8,7.3,7.3
SZ001391,0.009312320917,0.009312320917,0.009312320917,0.65,0.65,0.65
SZ001395,0.012707522033,0.012707522033,0.012707522033,6.2,6.2,6.2
SZ001400,0.010731052985,0.010731052985,0.010731052985,8.0,8.0,8.0
SZ001696,0.009358914366,0.063969647548,0.1435542035,2.0,7.0,12.5
SZ001872,0.035406698565,0.08872561782499999,0.139368782275,7.4,17.7,25.8
SZ001914,0.018426508058,0.045035081549999995,0.0576818483,2.400974,5.300974,7.600974
SZ001965,0.035979292494,0.120448856696,0.187127509754,4.17,13.62,18.85
SZ001979,0.021906422122,0.07283399853900001,0.17013986832800002,1.940909,7.4409089999999996,19.240909000000002
SZ002001,0.030578376553000004,0.084962426474,0.130095609137,7.0,16.5,30.5
